sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,start,end,event,two_year_recid
Male,28,25 - 45,Caucasian,0,6,0,0,0,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,36,124,0,1
Male,34,25 - 45,African-American,0,6,0,0,4,0.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,0,1162,0,0
Male,27,25 - 45,African-American,0,5,0,0,2,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,1,373,1,0
Male,37,25 - 45,African-American,3,10,0,0,12,-1.0,M,0,0,Risk of Recidivism,10,High,Risk of Violence,9,High,51,334,0,0
Male,40,25 - 45,African-American,0,1,0,0,1,-65.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,833,0,0
Female,36,25 - 45,Caucasian,0,2,0,0,4,232.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,232,1,1
Male,23,Less than 25,Caucasian,0,4,0,0,0,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,790,0,0
Male,34,25 - 45,African-American,0,7,0,0,19,-76.0,F,1,1,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,0,296,0,1
Male,27,25 - 45,African-American,0,9,0,1,5,-1.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,5,Medium,0,259,1,1
Male,50,Greater than 45,African-American,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,790,0,0
Male,22,Less than 25,African-American,0,5,1,2,1,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,2,1098,0,0
Male,43,25 - 45,African-American,0,6,0,0,1,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,31,138,1,1
Male,29,25 - 45,Caucasian,0,7,0,0,0,-1.0,M,1,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,0,42,1,1
Female,50,Greater than 45,Hispanic,0,2,0,0,1,18.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,18,0,1
Male,61,Greater than 45,Caucasian,0,1,0,0,1,-5.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,110,1,1
Male,34,25 - 45,African-American,0,1,0,0,1,0.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,23,907,0,0
Male,56,Greater than 45,African-American,0,1,0,0,1,98.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,98,0,0
Male,31,25 - 45,African-American,3,10,0,0,16,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,8,High,0,58,0,1
Male,21,Less than 25,Caucasian,0,4,0,0,0,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,1123,0,0
Male,23,Less than 25,African-American,0,5,0,1,1,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,6,465,1,1
Male,45,Greater than 45,Other,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1169,0,0
Male,24,Less than 25,African-American,0,8,0,0,1,0.0,M,1,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,14,61,1,1
Male,30,25 - 45,African-American,0,9,0,0,1,0.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,0,921,0,0
Male,32,25 - 45,African-American,0,8,6,5,17,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,112,510,0,1
Male,61,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,6,1059,0,0
Male,27,25 - 45,Caucasian,0,3,0,0,3,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,437,0,0
Male,41,25 - 45,Hispanic,0,2,0,0,2,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,860,0,0
Male,60,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1065,0,0
Male,23,Less than 25,African-American,0,8,0,0,1,0.0,M,0,0,Risk of Recidivism,8,High,Risk of Violence,8,High,4,1149,0,0
Male,40,25 - 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,876,0,0
Male,30,25 - 45,Caucasian,0,3,0,0,0,-7.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,303,0,0
Female,20,Less than 25,Caucasian,0,5,0,0,1,-41.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,6,Medium,0,912,0,0
Female,20,Less than 25,African-American,0,5,0,0,0,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,238,0,0
Male,48,Greater than 45,Asian,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,2,1110,0,0
Male,24,Less than 25,African-American,0,5,0,0,0,-1.0,M,1,1,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,0,170,1,1
Male,30,25 - 45,African-American,0,3,0,0,5,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,973,0,0
Female,20,Less than 25,African-American,0,4,0,0,0,0.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,252,1,1
Male,25,25 - 45,African-American,0,3,0,0,0,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,1,1139,0,0
Male,38,25 - 45,Caucasian,0,2,0,0,0,0.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,760,1,0
Male,29,25 - 45,African-American,0,2,0,0,0,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,237,1,1
Female,38,25 - 45,Caucasian,0,5,0,0,1,-18.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,0,47,1,1
Male,27,25 - 45,African-American,0,2,0,0,1,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,525,0,0
Male,21,Less than 25,Caucasian,0,4,0,0,0,0.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,1,45,1,1
Male,24,Less than 25,African-American,0,7,0,0,1,0.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,9,High,141,1156,0,0
Male,53,Greater than 45,Caucasian,0,1,0,0,3,-1.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,197,279,1,1
Male,36,25 - 45,Caucasian,0,2,0,0,4,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,195,1,1
Male,64,Greater than 45,African-American,0,4,0,0,8,-4.0,M,1,1,Risk of Recidivism,4,Low,Risk of Violence,2,Low,0,372,1,1
Male,23,Less than 25,African-American,0,10,0,0,0,0.0,M,1,0,Risk of Recidivism,10,High,Risk of Violence,5,Medium,1,336,1,1
Male,26,25 - 45,Caucasian,0,10,0,0,3,0.0,M,0,0,Risk of Recidivism,10,High,Risk of Violence,9,High,0,453,0,0
Male,48,Greater than 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,32,918,0,0
Male,27,25 - 45,Other,0,4,0,0,6,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,60,1,1
Male,21,Less than 25,African-American,0,4,0,0,0,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,914,0,0
Male,20,Less than 25,African-American,0,5,0,0,0,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,6,Medium,1,121,1,1
Male,37,25 - 45,African-American,0,9,0,0,17,-1.0,M,0,0,Risk of Recidivism,9,High,Risk of Violence,3,Low,45,446,0,0
Male,51,Greater than 45,Caucasian,0,5,0,0,8,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,0,172,1,1
Male,47,Greater than 45,Caucasian,0,2,0,0,2,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,695,1,1
Male,29,25 - 45,Caucasian,0,9,0,0,2,726.0,M,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,726,1,1
Male,27,25 - 45,African-American,0,9,0,1,2,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,39,107,1,1
Male,45,Greater than 45,African-American,1,7,0,0,16,-1.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,0,143,0,0
Male,41,25 - 45,Caucasian,0,2,0,0,0,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,42,1,1
Male,31,25 - 45,Caucasian,0,2,0,0,3,-1.0,M,1,1,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,650,1,1
Male,28,25 - 45,Asian,0,8,0,0,9,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,36,912,1,0
Female,29,25 - 45,African-American,0,3,0,0,1,-40.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,977,0,0
Male,39,25 - 45,Caucasian,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1077,0,0
Male,33,25 - 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,971,0,0
Female,21,Less than 25,African-American,0,6,1,0,1,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,9,High,0,131,1,1
Male,48,Greater than 45,Asian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,9,921,0,0
Male,27,25 - 45,African-American,0,3,0,0,3,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,37,348,0,0
Male,24,Less than 25,Hispanic,0,5,0,0,0,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,31,1098,0,0
Female,24,Less than 25,Caucasian,0,3,0,0,0,0.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,793,0,0
Male,29,25 - 45,African-American,0,3,0,0,3,-1.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,389,1,1
Male,21,Less than 25,Caucasian,0,5,0,0,0,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,0,94,0,1
Female,31,25 - 45,Caucasian,0,10,0,2,14,0.0,F,0,0,Risk of Recidivism,10,High,Risk of Violence,5,Medium,1,971,0,0
Male,32,25 - 45,Hispanic,0,1,0,0,1,-15.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,896,0,0
Male,62,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,903,0,0
Male,39,25 - 45,Caucasian,0,6,0,0,3,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,0,143,1,1
Male,56,Greater than 45,Caucasian,0,3,0,0,2,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,15,197,0,0
Male,28,25 - 45,African-American,0,1,0,0,6,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,766,0,0
Female,26,25 - 45,African-American,0,6,0,0,6,-1.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,2,7,1,1
Male,24,Less than 25,African-American,0,9,0,0,5,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,6,113,1,1
Male,51,Greater than 45,Hispanic,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,948,0,0
Male,51,Greater than 45,Hispanic,0,3,0,0,1,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,2,1122,0,0
Male,28,25 - 45,African-American,0,10,0,1,7,-1.0,F,0,0,Risk of Recidivism,10,High,Risk of Violence,6,Medium,1,131,0,0
Female,36,25 - 45,African-American,0,2,0,0,1,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,1061,0,0
Female,38,25 - 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1124,0,0
Male,23,Less than 25,African-American,0,2,0,0,1,-2.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,168,0,0
Male,28,25 - 45,Caucasian,0,7,0,0,5,-1.0,M,1,1,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,25,146,1,1
Female,29,25 - 45,Caucasian,0,6,0,0,7,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,7,238,1,1
Male,20,Less than 25,African-American,4,10,2,1,6,-70.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,0,77,0,1
Female,38,25 - 45,Other,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,820,0,0
Male,29,25 - 45,African-American,0,3,0,0,0,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,1,781,0,0
Female,34,25 - 45,Asian,0,1,0,0,1,-10.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,869,0,0
Male,29,25 - 45,African-American,0,3,0,0,11,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,1,35,0,1
Male,34,25 - 45,African-American,0,7,0,0,8,-1.0,M,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,690,0,0
Male,26,25 - 45,African-American,0,7,0,0,6,-1.0,F,1,1,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,1,588,1,1
Male,58,Greater than 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,912,0,0
Male,37,25 - 45,Hispanic,0,5,0,0,6,-24.0,F,1,1,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,357,0,1
Male,48,Greater than 45,Caucasian,0,6,0,0,0,-6.0,M,1,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,0,446,1,1
Male,61,Greater than 45,African-American,0,2,0,0,9,253.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,253,0,0
Male,30,25 - 45,African-American,0,3,0,0,1,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,116,0,1
Male,44,25 - 45,African-American,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,745,0,0
Male,26,25 - 45,African-American,0,7,0,0,3,1057.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,926,1,0
Male,46,Greater than 45,African-American,0,3,0,0,3,-35.0,F,1,1,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,38,1,1
Male,36,25 - 45,Caucasian,0,3,0,0,5,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,3,878,0,0
Female,29,25 - 45,African-American,0,9,1,0,11,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,5,Medium,22,283,1,1
Female,23,Less than 25,Other,0,6,0,0,0,-1.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,0,1110,0,0
Male,53,Greater than 45,African-American,0,6,0,0,3,-1.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,1,Low,5,341,1,1
Male,33,25 - 45,Other,0,3,0,0,5,1027.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,1002,1,0
Male,35,25 - 45,African-American,0,6,0,0,8,-1.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,8,973,0,0
Female,39,25 - 45,Caucasian,0,3,0,0,3,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,1085,0,0
Male,21,Less than 25,Hispanic,1,8,0,0,1,-1.0,F,1,1,Risk of Recidivism,8,High,Risk of Violence,6,Medium,54,226,1,1
Female,26,25 - 45,Caucasian,0,6,0,0,2,0.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,33,134,1,1
Male,26,25 - 45,African-American,1,9,0,0,10,-1.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,5,Medium,0,98,1,1
Male,28,25 - 45,African-American,0,6,0,0,8,-1.0,M,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,0,304,1,1
Female,21,Less than 25,Caucasian,0,7,3,1,3,-1.0,M,1,1,Risk of Recidivism,7,Medium,Risk of Violence,7,Medium,0,213,1,1
Male,37,25 - 45,African-American,0,5,0,0,8,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,13,762,1,0
Male,29,25 - 45,Caucasian,0,6,0,0,1,-77.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,0,995,0,0
Male,22,Less than 25,African-American,1,10,0,0,12,0.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,8,High,35,125,1,1
Male,59,Greater than 45,African-American,0,1,0,0,4,-66.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1046,0,0
Male,28,25 - 45,African-American,0,10,8,2,12,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,75,295,1,1
Female,56,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,805,0,0
Male,30,25 - 45,Caucasian,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,794,0,0
Male,27,25 - 45,African-American,0,4,0,0,2,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,2,275,0,0
Male,29,25 - 45,Other,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,1151,0,0
Male,24,Less than 25,African-American,0,4,0,0,1,216.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,216,0,0
Female,27,25 - 45,Caucasian,0,10,0,0,6,-1.0,F,0,0,Risk of Recidivism,10,High,Risk of Violence,9,High,0,286,0,0
Male,43,25 - 45,African-American,0,9,0,0,15,-1.0,M,1,1,Risk of Recidivism,9,High,Risk of Violence,6,Medium,0,48,1,1
Female,53,Greater than 45,African-American,0,6,0,0,5,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,1,787,0,0
Male,27,25 - 45,African-American,1,7,0,0,6,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,0,397,1,1
Male,26,25 - 45,African-American,0,5,1,0,6,-8.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,632,0,0
Female,24,Less than 25,Caucasian,0,6,0,0,1,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,0,1180,0,0
Male,30,25 - 45,African-American,0,6,0,0,0,0.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,0,889,0,0
Male,56,Greater than 45,Other,0,2,0,0,6,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,117,0,1
Male,26,25 - 45,African-American,0,9,0,0,4,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,0,150,0,0
Male,24,Less than 25,African-American,2,6,1,0,3,0.0,M,1,0,Risk of Recidivism,6,Medium,Risk of Violence,8,High,0,198,1,1
Male,30,25 - 45,Hispanic,0,3,0,0,6,-10.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,23,1,1
Male,54,Greater than 45,African-American,0,1,0,0,4,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1061,0,0
Male,23,Less than 25,Hispanic,0,5,0,0,0,0.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,1,31,1,1
Male,25,25 - 45,Other,0,4,0,0,1,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,67,365,1,1
Female,48,Greater than 45,African-American,0,6,0,3,18,-85.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,1,Low,0,56,1,1
Female,36,25 - 45,African-American,0,9,0,0,13,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,3,Low,32,94,1,1
Male,21,Less than 25,African-American,0,10,0,0,1,0.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,1,148,1,1
Male,26,25 - 45,Caucasian,0,5,0,0,10,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,216,1,1
Male,26,25 - 45,Caucasian,0,8,0,3,10,0.0,M,1,1,Risk of Recidivism,8,High,Risk of Violence,7,Medium,1,94,0,1
Male,45,Greater than 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1038,0,0
Male,47,Greater than 45,Caucasian,0,5,0,0,1,-1.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,870,0,0
Male,30,25 - 45,Hispanic,0,8,0,0,7,269.0,F,1,1,Risk of Recidivism,8,High,Risk of Violence,7,Medium,0,268,1,1
Male,41,25 - 45,African-American,2,8,0,1,14,41.0,M,1,0,Risk of Recidivism,8,High,Risk of Violence,9,High,0,41,0,1
Male,50,Greater than 45,Caucasian,0,2,0,0,1,693.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,693,0,0
Male,57,Greater than 45,Caucasian,0,1,0,0,3,-52.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,793,0,0
Male,31,25 - 45,African-American,0,1,0,0,2,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,1,1050,0,0
Male,21,Less than 25,African-American,0,7,0,0,0,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,7,Medium,1,93,1,1
Female,28,25 - 45,African-American,1,4,0,0,1,-1.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,0,288,1,1
Male,29,25 - 45,Caucasian,1,8,0,1,9,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,1,16,1,1
Male,28,25 - 45,African-American,0,4,0,0,2,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,836,0,0
Female,25,25 - 45,Caucasian,0,4,0,0,1,-2.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,44,1,1
Male,22,Less than 25,African-American,0,3,0,0,0,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,50,0,1
Female,21,Less than 25,African-American,0,6,0,0,0,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,0,904,0,0
Male,48,Greater than 45,Caucasian,0,8,0,0,0,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,67,320,1,1
Male,25,25 - 45,African-American,0,9,0,1,4,-1.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,8,High,169,358,0,1
Male,37,25 - 45,African-American,0,7,0,0,7,-1.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,171,0,0
Male,31,25 - 45,Caucasian,0,6,0,0,5,0.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,703,1,1
Male,56,Greater than 45,Other,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,6,835,0,0
Male,24,Less than 25,African-American,0,3,0,0,0,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,1077,0,0
Male,30,25 - 45,African-American,0,10,0,0,15,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,93,364,0,1
Male,47,Greater than 45,Caucasian,0,2,0,0,5,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,4,1095,0,0
Male,66,Greater than 45,Caucasian,0,3,0,0,2,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,56,1093,0,0
Male,51,Greater than 45,African-American,0,8,0,0,21,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,937,1083,1,1
Male,64,Greater than 45,Caucasian,0,10,0,0,8,-290.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,6,Medium,0,488,1,1
Male,76,Greater than 45,Asian,0,1,0,0,0,-2.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,910,0,0
Female,28,25 - 45,Caucasian,0,6,0,0,3,0.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,0,9,1,1
Male,35,25 - 45,African-American,0,4,0,0,1,0.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,1,1062,0,0
Male,44,25 - 45,Other,0,1,0,0,6,-1.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,692,1,1
Male,38,25 - 45,Hispanic,1,7,0,1,7,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,0,2,1,1
Male,24,Less than 25,African-American,0,5,0,0,0,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,1,939,0,0
Male,36,25 - 45,Caucasian,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,474,0,0
Male,20,Less than 25,Hispanic,0,6,0,0,0,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,24,30,1,1
Male,21,Less than 25,African-American,0,3,0,1,0,-2.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,7,Medium,0,570,1,1
Male,27,25 - 45,African-American,0,10,0,0,7,0.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,35,371,0,1
Male,28,25 - 45,African-American,0,9,1,0,18,0.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,0,148,0,1
Male,52,Greater than 45,Hispanic,0,1,0,0,0,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,34,1,1
Male,39,25 - 45,Caucasian,0,9,0,0,16,0.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,354,381,0,1
Male,19,Less than 25,African-American,0,4,0,0,0,-1.0,F,1,1,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,0,23,1,1
Male,40,25 - 45,African-American,0,4,0,0,2,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,0,1145,0,0
Male,30,25 - 45,Caucasian,0,8,0,0,5,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,8,High,2,194,1,1
Male,28,25 - 45,Caucasian,0,3,0,0,0,-1.0,F,1,1,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,165,1,1
Male,27,25 - 45,Caucasian,0,2,0,0,0,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,908,0,0
Male,23,Less than 25,Hispanic,0,7,0,0,3,0.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,3,166,1,1
Male,33,25 - 45,African-American,2,10,0,0,8,-49.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,0,274,1,1
