decile1b,decile3,decile1,cluster,lsat,ugpa,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,parttime,tier,gender
b'06',b'06',b'06',3.0,36.0,3.1,0.12,69.0,0.04,1.0,3.0,-62.0,0.0,3.0,b'female'
b'03',b'04',b'04',1.0,33.0,3.3,-0.48,67.0,-0.5,1.0,3.0,-60.0,0.0,4.0,b'female'
b'05',b'06',b'05',2.0,35.0,2.3,-0.1,64.0,0.06,1.0,4.0,-57.0,0.0,2.0,b'female'
b'07',b'08',b'07',3.0,31.0,3.4,0.44,66.0,0.76,1.0,3.0,-59.0,0.0,3.0,b'male'
b'02',b'03',b'02',3.0,38.0,3.0,-0.95,32.0,-0.66,1.0,2.0,-25.0,0.0,3.0,b'female'
b'03',b'04',b'03',3.0,38.0,3.2,-0.59,64.0,-0.5,1.0,3.0,-57.0,0.0,3.0,b'male'
b'06',b'07',b'06',3.0,39.0,3.4,0.19,69.0,0.28,1.0,4.0,-62.0,0.0,3.0,b'male'
b'03',b'03',b'03',1.0,41.0,3.4,-0.71,65.0,-0.7,1.0,4.0,-63.0,0.0,4.0,b'male'
b'05',b'04',b'05',3.0,26.5,2.9,-0.03,62.0,-0.51,1.0,2.0,-55.0,0.0,3.0,b'male'
b'02',b'03',b'03',4.0,44.0,3.3,-0.78,68.0,-0.6,1.0,4.0,-61.0,0.0,5.0,b'female'
b'06',b'05',b'07',3.0,29.0,3.3,0.27,60.0,-0.14,1.0,5.0,-53.0,0.0,3.0,b'male'
b'09',b'09',b'09',4.0,45.0,3.5,0.87,68.0,0.93,1.0,3.0,-61.0,0.0,5.0,b'male'
b'06',b'04',b'06',3.0,38.5,3.0,0.2,51.0,-0.37,1.0,4.0,-44.0,0.0,3.0,b'male'
b'08',b'08',b'08',3.0,41.0,2.4,0.83,67.0,0.82,1.0,3.0,-60.0,0.0,3.0,b'male'
b'03',b'03',b'03',1.0,41.0,2.9,-0.72,66.0,-0.62,1.0,3.0,-64.0,0.0,4.0,b'female'
b'06',b'08',b'06',4.0,38.0,3.1,0.19,69.0,0.71,1.0,4.0,-62.0,0.0,5.0,b'male'
b'04',b'07',b'04',3.0,46.0,3.3,-0.29,69.0,0.26,1.0,4.0,-62.0,0.0,3.0,b'male'
b'04',b'04',b'05',3.0,39.0,2.8,-0.19,69.0,-0.51,1.0,3.0,-67.0,0.0,3.0,b'female'
b'06',b'05',b'06',4.0,48.0,3.7,0.2,69.0,-0.09,1.0,4.0,-62.0,0.0,5.0,b'female'
b'09',b'07',b'09',1.0,30.0,3.3,1.11,68.0,0.43,1.0,2.0,-61.0,0.0,4.0,b'female'
b'07',b'08',b'07',3.0,28.0,3.4,0.51,65.0,0.8,2.0,3.0,-58.0,1.0,3.0,b'female'
b'02',b'02',b'03',3.0,33.0,3.2,-0.82,66.0,-1.13,1.0,3.0,-59.0,0.0,3.0,b'male'
b'03',b'02',b'03',1.0,38.0,3.4,-0.66,66.0,-0.88,2.0,4.0,-59.0,1.0,4.0,b'male'
b'03',b'04',b'04',6.0,35.0,2.8,-0.52,63.0,-0.36,1.0,2.0,-56.0,0.0,1.0,b'male'
b'06',b'06',b'06',3.0,36.0,2.9,0.1,63.0,0.04,1.0,4.0,-56.0,0.0,3.0,b'male'
b'01',b'01',b'01',1.0,32.0,2.6,-2.04,70.0,-2.64,1.0,5.0,-68.0,0.0,4.0,b'male'
b'06',b'05',b'06',5.0,45.0,3.6,0.09,69.0,-0.2,1.0,3.0,-63.0,0.0,6.0,b'male'
b'10',b'10',b'10',3.0,34.0,3.0,2.42,68.0,2.19,1.0,4.0,-61.0,0.0,3.0,b'male'
b'10',b'10',b'10',4.0,42.0,3.4,1.88,68.0,1.43,1.0,4.0,-61.0,0.0,5.0,b'male'
b'08',b'08',b'08',3.0,39.0,3.0,0.67,47.0,0.6,2.0,4.0,-45.0,1.0,3.0,b'female'
b'08',b'10',b'08',3.0,33.0,3.3,0.68,69.0,1.47,1.0,4.0,-62.0,0.0,3.0,b'female'
b'01',b'01',b'02',3.0,24.0,2.3,-1.28,69.0,-2.47,2.0,4.0,-67.0,1.0,3.0,b'female'
b'09',b'06',b'09',3.0,37.0,3.4,1.05,68.0,0.14,1.0,4.0,-61.0,0.0,3.0,b'female'
b'06',b'10',b'06',4.0,43.0,3.7,0.25,69.0,1.4,1.0,4.0,-62.0,0.0,5.0,b'male'
b'04',b'03',b'05',1.0,37.0,3.4,-0.22,66.0,-0.72,1.0,3.0,-59.0,0.0,4.0,b'male'
b'06',b'08',b'06',3.0,36.0,3.7,0.13,56.0,0.81,1.0,4.0,-49.0,0.0,3.0,b'female'
b'03',b'03',b'04',5.0,43.0,4.0,-0.5,69.0,-0.67,1.0,3.0,-67.0,0.0,6.0,b'female'
b'04',b'07',b'05',1.0,41.0,3.2,-0.17,69.0,0.38,1.0,5.0,-67.0,0.0,4.0,b'male'
b'06',b'07',b'07',2.0,28.0,3.4,0.24,68.0,0.48,1.0,2.0,-61.0,0.0,2.0,b'male'
b'06',b'04',b'07',3.0,35.0,3.0,0.31,68.0,-0.31,1.0,4.0,-61.0,0.0,3.0,b'male'
b'03',b'04',b'04',3.0,37.0,3.1,-0.48,68.0,-0.47,1.0,5.0,-61.0,0.0,3.0,b'male'
b'01',b'03',b'01',3.0,38.0,3.5,-1.4,61.0,-0.78,1.0,3.0,-54.0,0.0,3.0,b'male'
b'03',b'04',b'03',1.0,36.0,3.2,-0.54,69.0,-0.35,1.0,4.0,-62.0,0.0,4.0,b'male'
b'03',b'04',b'03',3.0,28.0,2.7,-0.64,48.0,-0.4,1.0,4.0,-41.0,0.0,3.0,b'female'
b'04',b'02',b'04',3.0,34.0,3.1,-0.4,65.0,-0.92,1.0,3.0,-58.0,0.0,3.0,b'male'
b'10',b'10',b'10',1.0,41.0,3.7,2.67,69.0,2.47,1.0,4.0,-62.0,0.0,4.0,b'female'
b'08',b'08',b'09',3.0,44.0,3.0,0.85,69.0,0.81,1.0,4.0,-62.0,0.0,3.0,b'male'
b'05',b'06',b'05',4.0,39.0,3.1,-0.08,65.0,0.09,2.0,2.0,-58.0,1.0,5.0,b'female'
b'05',b'05',b'05',3.0,38.0,2.7,-0.07,64.0,-0.09,1.0,4.0,-57.0,0.0,3.0,b'male'
b'09',b'10',b'09',4.0,43.0,3.7,1.2,68.0,1.43,1.0,5.0,-61.0,0.0,5.0,b'female'
b'09',b'08',b'09',5.0,47.0,3.6,1.15,64.0,0.68,1.0,2.0,-57.0,0.0,6.0,b'male'
b'10',b'10',b'10',3.0,35.0,3.2,1.3,67.0,1.51,1.0,4.0,-60.0,0.0,3.0,b'male'
b'05',b'05',b'05',5.0,37.0,3.4,-0.11,68.0,-0.1,1.0,4.0,-61.0,0.0,6.0,b'female'
b'08',b'09',b'08',6.0,29.0,3.4,0.78,66.0,0.94,1.0,3.0,-59.0,0.0,1.0,b'male'
b'07',b'08',b'08',6.0,27.0,2.6,0.56,65.0,0.64,1.0,3.0,-58.0,0.0,1.0,b'male'
b'10',b'10',b'10',3.0,30.0,2.8,1.57,52.0,1.56,1.0,3.0,-45.0,0.0,3.0,b'female'
b'09',b'08',b'09',3.0,44.0,3.4,1.09,70.0,0.73,1.0,5.0,-63.0,0.0,3.0,b'female'
b'02',b'04',b'02',3.0,39.0,3.3,-0.85,66.0,-0.54,2.0,3.0,-64.0,1.0,3.0,b'female'
b'02',b'02',b'02',1.0,36.0,2.8,-1.01,69.0,-1.15,1.0,3.0,-62.0,0.0,4.0,b'male'
b'09',b'08',b'09',6.0,32.0,3.0,1.22,67.0,0.71,1.0,4.0,-60.0,0.0,1.0,b'male'
b'06',b'09',b'06',3.0,35.0,3.8,0.24,68.0,1.04,1.0,3.0,-61.0,0.0,3.0,b'female'
b'07',b'07',b'07',1.0,35.0,3.5,0.51,67.0,0.41,1.0,3.0,-60.0,0.0,4.0,b'female'
b'09',b'10',b'09',1.0,40.0,3.0,1.25,63.0,1.53,1.0,4.0,-56.0,0.0,4.0,b'male'
b'09',b'10',b'09',5.0,43.0,3.4,1.37,68.0,1.55,1.0,4.0,-61.0,0.0,6.0,b'male'
b'02',b'02',b'03',1.0,33.0,3.0,-0.82,67.0,-1.01,1.0,5.0,-60.0,0.0,4.0,b'male'
b'09',b'09',b'09',3.0,42.0,3.7,1.0,69.0,0.98,1.0,4.0,-63.0,0.0,3.0,b'female'
b'02',b'06',b'02',3.0,37.0,3.3,-1.1,66.0,-0.01,1.0,5.0,-59.0,0.0,3.0,b'female'
b'07',b'06',b'07',3.0,33.0,3.1,0.41,55.0,0.07,1.0,3.0,-48.0,0.0,3.0,b'male'
b'10',b'10',b'10',4.0,35.5,3.3,2.11,64.0,3.07,2.0,2.0,-57.0,1.0,5.0,b'female'
b'08',b'08',b'08',4.0,36.5,3.2,0.63,69.0,0.75,1.0,3.0,-62.0,0.0,5.0,b'female'
b'09',b'09',b'09',3.0,41.0,3.2,1.17,66.0,0.99,1.0,3.0,-59.0,0.0,3.0,b'male'
b'08',b'09',b'08',4.0,41.0,3.9,0.62,69.0,1.22,1.0,4.0,-67.0,0.0,5.0,b'female'
b'10',b'09',b'10',1.0,40.0,3.3,1.55,70.0,1.19,1.0,3.0,-63.0,0.0,4.0,b'female'
b'07',b'07',b'07',2.0,34.0,2.9,0.39,66.0,0.34,1.0,3.0,-59.0,0.0,2.0,b'female'
b'02',b'01',b'02',3.0,34.5,2.6,-1.03,68.0,-1.37,1.0,4.0,-61.0,0.0,3.0,b'female'
b'06',b'07',b'06',2.0,41.0,3.7,0.16,69.0,0.4,1.0,3.0,-62.0,0.0,2.0,b'female'
b'05',b'07',b'05',1.0,46.0,3.6,-0.03,66.0,0.39,1.0,4.0,-59.0,0.0,4.0,b'female'
b'04',b'05',b'05',3.0,36.0,3.1,-0.21,68.0,-0.17,1.0,3.0,-61.0,0.0,3.0,b'male'
b'10',b'10',b'10',3.0,38.0,3.1,1.56,68.0,1.41,1.0,5.0,-61.0,0.0,3.0,b'female'
b'07',b'08',b'07',1.0,35.0,3.4,0.4,63.0,0.82,1.0,3.0,-56.0,0.0,4.0,b'female'
b'02',b'01',b'02',3.0,30.0,3.5,-1.07,69.0,-1.56,1.0,4.0,-62.0,0.0,3.0,b'female'
b'04',b'05',b'04',1.0,41.0,3.0,-0.39,67.0,-0.23,1.0,2.0,-65.0,0.0,4.0,b'male'
b'05',b'04',b'06',3.0,36.0,3.7,0.04,68.0,-0.35,1.0,4.0,-61.0,0.0,3.0,b'female'
b'04',b'07',b'04',4.0,32.0,3.3,-0.43,69.0,0.36,1.0,3.0,-62.0,0.0,5.0,b'male'
b'10',b'03',b'10',3.0,27.3,2.5,1.34,64.0,-0.76,2.0,2.0,-57.0,1.0,3.0,b'female'
b'03',b'03',b'04',3.0,36.0,3.4,-0.44,55.0,-0.67,1.0,4.0,-48.0,0.0,3.0,b'female'
b'07',b'07',b'08',3.0,32.0,2.5,0.53,57.0,0.43,1.0,3.0,-50.0,0.0,3.0,b'female'
b'07',b'07',b'08',3.0,36.0,2.8,0.53,69.0,0.42,1.0,5.0,-62.0,0.0,3.0,b'male'
b'07',b'01',b'07',3.0,41.0,3.3,0.47,66.0,-1.35,1.0,3.0,-59.0,0.0,3.0,b'male'
b'02',b'02',b'03',1.0,31.0,2.8,-0.78,68.0,-1.23,1.0,2.0,-61.0,0.0,4.0,b'male'
b'07',b'07',b'07',3.0,35.0,2.5,0.51,63.0,0.52,2.0,4.0,-56.0,1.0,3.0,b'female'
b'08',b'07',b'08',3.0,36.0,3.0,0.61,66.0,0.48,1.0,3.0,-59.0,0.0,3.0,b'female'
b'10',b'09',b'10',2.0,31.0,3.2,1.52,68.0,1.2,1.0,5.0,-61.0,0.0,2.0,b'male'
b'07',b'05',b'07',1.0,39.0,3.6,0.54,70.0,-0.04,1.0,4.0,-68.0,0.0,4.0,b'male'
b'03',b'02',b'04',6.0,27.0,3.3,-0.51,63.0,-1.17,1.0,2.0,-56.0,0.0,1.0,b'female'
b'04',b'04',b'04',4.0,44.0,3.9,-0.25,69.0,-0.31,1.0,4.0,-62.0,0.0,5.0,b'female'
b'05',b'05',b'05',3.0,37.0,2.4,-0.05,56.0,-0.17,2.0,3.0,-49.0,1.0,3.0,b'male'
b'09',b'10',b'09',5.0,39.0,3.5,1.4,68.0,1.35,1.0,4.0,-61.0,0.0,6.0,b'male'
b'02',b'03',b'02',3.0,34.0,3.0,-1.09,67.0,-0.61,1.0,3.0,-60.0,0.0,3.0,b'male'
b'05',b'04',b'05',2.0,26.0,3.0,-0.08,69.0,-0.53,1.0,4.0,-62.0,0.0,2.0,b'female'
b'09',b'06',b'09',3.0,31.0,3.0,1.18,68.0,0.2,1.0,4.0,-61.0,0.0,3.0,b'female'
b'02',b'03',b'02',4.0,43.0,3.6,-0.84,65.0,-0.81,1.0,5.0,-58.0,0.0,5.0,b'male'
b'04',b'04',b'04',1.0,39.0,3.1,-0.31,56.0,-0.31,1.0,4.0,-54.0,0.0,4.0,b'male'
b'05',b'07',b'06',2.0,31.0,3.3,0.04,69.0,0.33,1.0,4.0,-62.0,0.0,2.0,b'male'
b'06',b'04',b'06',3.0,40.0,3.0,0.12,69.0,-0.33,1.0,4.0,-62.0,0.0,3.0,b'male'
b'04',b'05',b'04',1.0,42.0,3.2,-0.37,69.0,0.0,1.0,3.0,-62.0,0.0,4.0,b'male'
b'04',b'03',b'04',1.0,37.0,3.7,-0.41,66.0,-0.59,1.0,5.0,-59.0,0.0,4.0,b'male'
b'07',b'08',b'07',1.0,37.0,3.5,0.54,62.0,0.6,1.0,2.0,-55.0,0.0,4.0,b'female'
b'09',b'08',b'09',3.0,43.0,2.8,1.2,66.0,0.59,1.0,3.0,-59.0,0.0,3.0,b'male'
b'10',b'09',b'10',2.0,37.0,3.8,1.28,53.0,1.02,2.0,3.0,-46.0,1.0,2.0,b'male'
b'05',b'04',b'05',1.0,42.0,2.9,-0.13,67.0,-0.26,1.0,4.0,-65.0,0.0,4.0,b'male'
b'04',b'07',b'04',2.0,33.0,3.3,-0.36,69.0,0.27,1.0,3.0,-62.0,0.0,2.0,b'male'
b'07',b'04',b'07',1.0,40.0,3.1,0.4,67.0,-0.42,1.0,4.0,-60.0,0.0,4.0,b'male'
b'02',b'02',b'03',4.0,35.0,3.0,-0.77,63.0,-1.29,2.0,3.0,-61.0,1.0,5.0,b'female'
b'10',b'08',b'10',3.0,33.0,3.6,1.37,69.0,0.75,1.0,2.0,-62.0,0.0,3.0,b'female'
b'06',b'05',b'06',4.0,38.0,3.4,0.13,69.0,-0.03,1.0,4.0,-62.0,0.0,5.0,b'female'
b'06',b'03',b'06',5.0,36.0,3.1,0.2,66.0,-0.57,1.0,4.0,-59.0,0.0,6.0,b'male'
b'07',b'07',b'07',3.0,32.0,3.9,0.51,67.0,0.38,1.0,4.0,-60.0,0.0,3.0,b'female'
b'01',b'03',b'02',4.0,42.0,2.5,-1.22,66.0,-0.8,1.0,2.0,-59.0,0.0,5.0,b'female'
b'08',b'09',b'08',3.0,32.0,3.9,0.77,53.0,1.1,1.0,2.0,-46.0,0.0,3.0,b'female'
b'05',b'04',b'05',4.0,35.0,3.0,-0.11,68.0,-0.27,1.0,5.0,-61.0,0.0,5.0,b'male'
b'05',b'05',b'05',1.0,36.0,3.5,-0.11,69.0,-0.22,1.0,4.0,-62.0,0.0,4.0,b'male'
b'04',b'06',b'04',4.0,47.0,3.9,-0.27,69.0,0.19,1.0,4.0,-62.0,0.0,5.0,b'female'
b'07',b'08',b'08',1.0,41.0,2.5,0.58,68.0,0.57,1.0,3.0,-61.0,0.0,4.0,b'male'
b'10',b'09',b'10',3.0,36.0,2.6,1.69,64.0,1.28,2.0,3.0,-62.0,1.0,3.0,b'male'
b'01',b'01',b'02',3.0,35.0,2.8,-1.15,54.0,-1.95,1.0,3.0,-52.0,0.0,3.0,b'male'
b'05',b'07',b'06',2.0,31.0,2.5,0.01,62.0,0.35,1.0,4.0,-60.0,0.0,2.0,b'male'
b'01',b'01',b'01',4.0,28.5,2.4,-1.54,65.0,-1.69,1.0,3.0,-58.0,0.0,5.0,b'male'
b'04',b'05',b'04',4.0,35.0,4.0,-0.37,67.0,0.01,1.0,4.0,-60.0,0.0,5.0,b'female'
b'03',b'01',b'04',3.0,33.0,2.9,-0.5,69.0,-1.38,1.0,4.0,-62.0,0.0,3.0,b'male'
b'03',b'05',b'04',2.0,31.5,2.9,-0.49,67.0,-0.23,1.0,4.0,-60.0,0.0,2.0,b'male'
b'01',b'01',b'02',1.0,34.0,3.7,-1.23,64.0,-1.45,1.0,4.0,-57.0,0.0,4.0,b'female'
b'07',b'08',b'07',3.0,29.5,3.2,0.35,69.0,0.62,1.0,3.0,-62.0,0.0,3.0,b'female'
b'05',b'06',b'06',1.0,46.0,3.8,0.07,66.0,0.25,1.0,4.0,-59.0,0.0,4.0,b'male'
b'07',b'08',b'07',2.0,33.0,3.1,0.3,59.0,0.61,1.0,5.0,-52.0,0.0,2.0,b'male'
b'08',b'05',b'08',4.0,37.0,2.9,0.6,67.0,-0.13,1.0,3.0,-60.0,0.0,5.0,b'male'
b'05',b'04',b'05',4.0,34.0,3.0,-0.12,65.0,-0.39,1.0,4.0,-58.0,0.0,5.0,b'female'
b'06',b'04',b'06',1.0,37.0,3.8,0.09,68.0,-0.46,1.0,4.0,-61.0,0.0,4.0,b'male'
b'05',b'05',b'05',3.0,42.0,2.9,-0.15,52.0,-0.14,1.0,4.0,-45.0,0.0,3.0,b'male'
b'09',b'09',b'09',1.0,39.0,3.5,1.29,64.0,1.25,1.0,4.0,-57.0,0.0,4.0,b'female'
b'06',b'06',b'06',3.0,31.0,2.7,0.07,69.0,0.23,1.0,3.0,-62.0,0.0,3.0,b'male'
b'06',b'07',b'06',4.0,32.0,3.2,0.2,69.0,0.26,1.0,4.0,-62.0,0.0,5.0,b'male'
b'06',b'05',b'06',1.0,43.0,3.3,0.09,65.0,-0.07,1.0,3.0,-63.0,0.0,4.0,b'male'
b'09',b'08',b'09',3.0,43.0,3.1,1.08,69.0,0.71,1.0,3.0,-62.0,0.0,3.0,b'male'
b'10',b'09',b'10',3.0,37.0,3.2,1.78,58.0,0.94,1.0,3.0,-51.0,0.0,3.0,b'male'
b'09',b'09',b'09',3.0,37.5,3.8,0.92,68.0,0.88,1.0,2.0,-61.0,0.0,3.0,b'male'
b'01',b'01',b'01',3.0,28.0,2.7,-1.4,68.0,-1.51,1.0,4.0,-61.0,0.0,3.0,b'female'
b'03',b'02',b'03',1.0,46.0,2.4,-0.59,66.0,-1.2,1.0,3.0,-59.0,0.0,4.0,b'male'
b'05',b'03',b'06',6.0,35.0,3.1,0.14,68.0,-0.68,1.0,3.0,-61.0,0.0,1.0,b'female'
b'02',b'05',b'02',4.0,33.5,3.7,-0.93,69.0,-0.11,1.0,4.0,-62.0,0.0,5.0,b'female'
b'07',b'05',b'08',3.0,35.0,3.1,0.53,69.0,-0.1,1.0,4.0,-62.0,0.0,3.0,b'male'
b'02',b'04',b'02',6.0,22.0,2.9,-0.88,45.0,-0.54,1.0,1.0,-38.0,0.0,1.0,b'male'
b'01',b'02',b'01',4.0,31.0,2.6,-1.26,57.0,-1.13,2.0,3.0,-50.0,1.0,5.0,b'male'
b'08',b'07',b'08',1.0,38.0,3.6,0.79,56.0,0.34,2.0,3.0,-49.0,1.0,4.0,b'female'
b'01',b'02',b'01',4.0,41.0,3.6,-1.37,66.0,-1.19,1.0,4.0,-59.0,0.0,5.0,b'female'
b'04',b'02',b'04',1.0,35.0,2.9,-0.41,66.0,-1.03,1.0,3.0,-59.0,0.0,4.0,b'male'
b'06',b'04',b'06',4.0,34.0,2.9,0.05,69.0,-0.42,1.0,3.0,-62.0,0.0,5.0,b'female'
b'10',b'05',b'10',4.0,47.0,4.0,1.47,69.0,-0.14,1.0,4.0,-62.0,0.0,5.0,b'male'
b'05',b'06',b'05',4.0,39.0,3.4,-0.06,63.0,0.17,2.0,1.0,-56.0,1.0,5.0,b'female'
b'02',b'05',b'02',4.0,40.0,3.7,-1.05,61.0,-0.03,1.0,3.0,-59.0,0.0,5.0,b'male'
b'07',b'08',b'07',3.0,32.0,3.2,0.36,66.0,0.73,2.0,4.0,-59.0,1.0,3.0,b'male'
b'05',b'05',b'05',3.0,39.0,2.8,-0.14,62.0,-0.27,1.0,2.0,-55.0,0.0,3.0,b'female'
b'10',b'10',b'10',3.0,45.0,3.2,2.05,64.0,2.14,1.0,1.0,-57.0,0.0,3.0,b'male'
b'04',b'03',b'04',4.0,38.0,3.5,-0.26,67.0,-0.81,1.0,1.0,-60.0,0.0,5.0,b'female'
b'07',b'05',b'07',4.0,32.5,3.3,0.4,51.0,-0.09,2.0,2.0,-44.0,1.0,5.0,b'male'
b'02',b'04',b'03',4.0,40.0,4.0,-0.78,68.0,-0.29,1.0,3.0,-61.0,0.0,5.0,b'female'
b'08',b'07',b'08',5.0,42.0,3.6,0.67,62.0,0.48,1.0,3.0,-55.0,0.0,6.0,b'male'
b'06',b'05',b'06',1.0,39.0,2.9,0.2,66.0,-0.17,1.0,4.0,-59.0,0.0,4.0,b'male'
b'09',b'06',b'09',3.0,31.0,3.7,1.18,50.0,0.1,1.0,3.0,-43.0,0.0,3.0,b'female'
b'06',b'06',b'07',3.0,41.0,2.6,0.26,65.0,0.21,1.0,4.0,-58.0,0.0,3.0,b'female'
b'05',b'03',b'05',2.0,32.0,3.3,-0.12,67.0,-0.63,1.0,3.0,-60.0,0.0,2.0,b'male'
b'05',b'06',b'05',1.0,40.0,3.3,-0.05,69.0,0.22,1.0,2.0,-62.0,0.0,4.0,b'male'
b'07',b'07',b'08',2.0,35.0,3.2,0.51,68.0,0.43,1.0,4.0,-61.0,0.0,2.0,b'male'
b'05',b'05',b'06',1.0,40.0,3.4,0.05,68.0,-0.08,1.0,3.0,-61.0,0.0,4.0,b'male'
b'10',b'09',b'10',1.0,32.0,3.6,2.07,68.0,1.25,1.0,4.0,-61.0,0.0,4.0,b'male'
b'03',b'03',b'03',4.0,36.5,3.1,-0.53,66.0,-0.7,2.0,3.0,-59.0,1.0,5.0,b'female'
b'07',b'07',b'08',6.0,24.0,3.4,0.55,56.0,0.28,1.0,4.0,-49.0,0.0,1.0,b'female'
b'03',b'04',b'03',1.0,42.0,3.5,-0.73,68.0,-0.51,1.0,3.0,-61.0,0.0,4.0,b'female'
b'06',b'08',b'06',4.0,43.0,3.4,0.23,55.0,0.72,1.0,3.0,-48.0,0.0,5.0,b'female'
b'03',b'04',b'03',4.0,39.0,3.4,-0.65,69.0,-0.44,1.0,4.0,-62.0,0.0,5.0,b'female'
b'03',b'05',b'04',3.0,38.0,3.1,-0.48,69.0,-0.08,1.0,3.0,-62.0,0.0,3.0,b'female'
b'08',b'08',b'08',1.0,38.0,3.6,0.69,69.0,0.61,1.0,3.0,-62.0,0.0,4.0,b'male'
b'01',b'01',b'01',4.0,41.0,3.4,-2.4,68.0,-2.15,1.0,4.0,-61.0,0.0,5.0,b'male'
b'07',b'07',b'07',3.0,39.0,2.9,0.49,63.0,0.44,1.0,4.0,-56.0,0.0,3.0,b'male'
b'07',b'08',b'08',3.0,39.0,3.3,0.54,68.0,0.83,1.0,4.0,-61.0,0.0,3.0,b'female'
b'07',b'04',b'07',3.0,43.0,3.2,0.45,66.0,-0.53,1.0,5.0,-64.0,0.0,3.0,b'male'
b'09',b'09',b'09',1.0,33.5,3.4,1.02,63.0,1.11,1.0,3.0,-56.0,0.0,4.0,b'male'
b'06',b'09',b'06',3.0,34.0,3.5,0.1,51.0,0.88,2.0,4.0,-49.0,1.0,3.0,b'female'
b'08',b'08',b'08',3.0,39.0,3.9,0.73,70.0,0.65,1.0,3.0,-63.0,0.0,3.0,b'female'
b'04',b'08',b'04',4.0,40.0,3.8,-0.28,66.0,0.65,1.0,3.0,-59.0,0.0,5.0,b'male'
b'02',b'05',b'03',3.0,33.0,3.1,-0.77,67.0,-0.22,1.0,4.0,-60.0,0.0,3.0,b'male'
b'03',b'02',b'04',3.0,33.0,3.5,-0.44,63.0,-0.92,1.0,4.0,-56.0,0.0,3.0,b'male'
b'08',b'08',b'08',5.0,40.0,3.3,0.91,69.0,0.8,1.0,4.0,-62.0,0.0,6.0,b'female'
b'09',b'08',b'09',2.0,33.0,3.1,1.06,62.0,0.62,1.0,3.0,-60.0,0.0,2.0,b'male'
b'01',b'01',b'01',3.0,22.5,3.3,-1.45,46.0,-1.34,1.0,5.0,-39.0,0.0,3.0,b'female'
b'10',b'10',b'10',4.0,48.0,3.4,2.72,69.0,1.6,1.0,3.0,-62.0,0.0,5.0,b'male'
b'09',b'10',b'09',4.0,32.0,3.8,1.25,58.0,1.3,1.0,2.0,-51.0,0.0,5.0,b'male'
b'09',b'09',b'09',4.0,48.0,3.9,1.18,66.0,0.98,1.0,4.0,-59.0,0.0,5.0,b'male'
b'01',b'03',b'02',2.0,33.0,3.0,-1.1,68.0,-0.9,1.0,3.0,-61.0,0.0,2.0,b'male'
b'10',b'10',b'10',2.0,36.0,4.0,2.12,68.0,2.52,1.0,4.0,-61.0,0.0,2.0,b'female'
b'02',b'01',b'03',3.0,35.0,3.3,-0.73,70.0,-1.44,1.0,5.0,-63.0,0.0,3.0,b'female'
b'07',b'09',b'07',4.0,44.0,3.0,0.48,65.0,0.99,1.0,5.0,-58.0,0.0,5.0,b'male'
b'05',b'02',b'05',2.0,44.0,2.6,-0.05,63.0,-1.01,1.0,3.0,-56.0,0.0,2.0,b'male'
b'08',b'08',b'08',5.0,39.0,3.5,0.83,69.0,0.59,1.0,5.0,-62.0,0.0,6.0,b'male'
b'04',b'03',b'04',1.0,30.0,3.9,-0.28,68.0,-0.8,1.0,4.0,-61.0,0.0,4.0,b'female'
b'01',b'05',b'02',2.0,34.0,3.3,-1.07,70.0,-0.3,1.0,5.0,-63.0,0.0,2.0,b'female'
b'01',b'01',b'01',1.0,35.0,3.2,-1.46,55.0,-1.68,1.0,4.0,-48.0,0.0,4.0,b'male'
b'03',b'02',b'03',5.0,38.0,3.8,-0.76,68.0,-0.94,1.0,3.0,-61.0,0.0,6.0,b'male'
b'10',b'10',b'10',3.0,38.0,3.7,1.34,51.0,2.12,1.0,3.0,-49.0,0.0,3.0,b'male'
b'07',b'07',b'07',3.0,33.5,3.4,0.45,68.0,0.45,1.0,4.0,-61.0,0.0,3.0,b'male'
b'10',b'10',b'10',1.0,40.0,3.1,1.31,68.0,1.53,1.0,4.0,-61.0,0.0,4.0,b'male'
b'06',b'05',b'07',1.0,44.0,2.7,0.32,67.0,-0.04,1.0,4.0,-60.0,0.0,4.0,b'male'
b'06',b'07',b'06',3.0,40.0,3.4,0.15,62.0,0.39,1.0,3.0,-55.0,0.0,3.0,b'female'
b'01',b'02',b'01',1.0,27.5,3.4,-1.45,64.0,-1.29,1.0,3.0,-57.0,0.0,4.0,b'female'
b'03',b'04',b'03',1.0,40.0,3.6,-0.65,68.0,-0.4,1.0,4.0,-61.0,0.0,4.0,b'male'
b'04',b'04',b'05',1.0,40.0,3.1,-0.18,66.0,-0.27,1.0,3.0,-59.0,0.0,4.0,b'female'
b'06',b'08',b'06',1.0,38.0,2.9,0.21,64.0,0.63,1.0,3.0,-57.0,0.0,4.0,b'male'
b'06',b'06',b'06',3.0,37.0,3.4,0.09,69.0,0.12,1.0,2.0,-62.0,0.0,3.0,b'female'
b'05',b'02',b'05',4.0,37.0,3.2,-0.17,63.0,-1.03,1.0,4.0,-56.0,0.0,5.0,b'male'
b'03',b'03',b'04',3.0,36.0,3.3,-0.46,38.0,-0.64,1.0,1.0,-31.0,0.0,3.0,b'male'
b'04',b'05',b'05',6.0,20.3,2.4,-0.25,67.0,-0.12,1.0,3.0,-60.0,0.0,1.0,b'male'
