workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,race
Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,5013,0,40,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,45,United-States,White
Federal-gov,12th,8,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,3103,0,40,United-States,Black
State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,30,United-States,White
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,55,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,0,0,40,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,7298,0,56,United-States,White
Private,11th,7,Married-civ-spouse,Other-service,Husband,0,0,32,United-States,White
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,99999,0,40,United-States,White
Private,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,0,0,60,United-States,White
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,1741,40,United-States,White
Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,10520,0,40,Ireland,White
Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,0,0,47,United-States,White
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,37,United-States,White
Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Own-child,0,0,50,Cuba,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,35,United-States,White
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,7688,0,50,United-States,Black
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,38,United-States,White
Self-emp-not-inc,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,48,United-States,Black
Private,10th,6,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,6767,0,40,United-States,White
Private,Some-college,10,Never-married,Tech-support,Not-in-family,0,0,42,United-States,White
Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,40,United-States,Amer-Indian-Eskimo
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,White
Without-pay,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,0,2415,40,United-States,White
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,7298,0,40,United-States,White
Private,12th,8,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,White
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,0,0,65,United-States,White
Private,HS-grad,9,Separated,Transport-moving,Own-child,0,0,25,Columbia,White
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,80,United-States,White
Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,20,United-States,White
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,White
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,5178,0,50,Portugal,White
Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,7298,0,50,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Federal-gov,Bachelors,13,Never-married,Tech-support,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Other-relative,0,0,38,United-States,Black
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,0,0,50,United-States,White
Private,HS-grad,9,Never-married,Sales,Own-child,8614,0,15,United-States,White
Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,25,United-States,White
Private,Some-college,10,Never-married,Adm-clerical,Own-child,2597,0,40,United-States,White
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,10th,6,Never-married,Craft-repair,Not-in-family,0,0,43,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,White
Private,11th,7,Never-married,Other-service,Own-child,0,0,18,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,15024,0,50,United-States,White
Private,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,0,0,45,Mexico,White
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,5th-6th,3,Divorced,Sales,Other-relative,0,0,32,Mexico,White
Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,0,0,40,Iran,White
State-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,0,0,55,United-States,White
Private,Masters,14,Never-married,Sales,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,Portugal,White
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,60,United-States,White
Private,9th,5,Divorced,Transport-moving,Not-in-family,0,0,50,United-States,White
Private,Bachelors,13,Never-married,Tech-support,Own-child,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,White
Private,HS-grad,9,Separated,Other-service,Own-child,0,0,40,United-States,White
Self-emp-not-inc,9th,5,Married-civ-spouse,Transport-moving,Husband,0,0,45,United-States,White
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,52,United-States,White
Private,Doctorate,16,Separated,Priv-house-serv,Unmarried,0,0,30,Nicaragua,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,5013,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,White
State-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,0,0,40,Philippines,Asian-Pac-Islander
Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Local-gov,Some-college,10,Widowed,Exec-managerial,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,35,United-States,White
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,0,0,50,United-States,White
State-gov,HS-grad,9,Divorced,Prof-specialty,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,3325,0,40,United-States,White
Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,55,United-States,White
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,25,Ecuador,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,White
Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,0,0,40,United-States,White
Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Own-child,10520,0,45,United-States,White
Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,White
Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,28,United-States,White
Private,10th,6,Never-married,Farming-fishing,Not-in-family,0,0,35,Haiti,Black
Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,White
State-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,52,United-States,Asian-Pac-Islander
Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,1409,0,2,United-States,White
State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,0,0,30,United-States,White
Private,Bachelors,13,Divorced,Sales,Unmarried,0,0,28,United-States,White
Self-emp-not-inc,Some-college,10,Separated,Prof-specialty,Unmarried,0,0,40,United-States,Black
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,43,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,42,United-States,White
Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,0,0,50,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Divorced,Sales,Own-child,0,0,28,United-States,White
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,3411,0,40,United-States,White
Private,Some-college,10,Never-married,Adm-clerical,Other-relative,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Sales,Not-in-family,8614,0,50,United-States,White
Private,Bachelors,13,Widowed,Exec-managerial,Other-relative,0,0,40,United-States,White
Local-gov,Some-college,10,Never-married,Exec-managerial,Own-child,0,0,25,United-States,White
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,White
Private,Assoc-voc,11,Separated,Other-service,Not-in-family,0,0,30,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,64,United-States,White
Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,10,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,60,United-States,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,White
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,35,United-States,White
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,0,30,United-States,White
Private,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,55,United-States,White
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,36,United-States,White
Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Wife,0,2163,15,United-States,Amer-Indian-Eskimo
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,10,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,0,0,70,United-States,Black
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,Black
Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,38,United-States,White
Private,Bachelors,13,Never-married,Sales,Unmarried,0,0,45,United-States,White
Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,5013,0,40,United-States,Black
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Sales,Unmarried,0,0,50,United-States,White
Private,HS-grad,9,Never-married,Protective-serv,Unmarried,0,0,35,United-States,White
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Masters,14,Widowed,Sales,Unmarried,0,0,20,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,1902,40,United-States,White
Private,9th,5,Married-civ-spouse,Transport-moving,Husband,0,0,45,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Black
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,20051,0,40,Germany,White
Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,0,2129,70,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,40,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,0,55,United-States,White
Private,9th,5,Divorced,Other-service,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,65,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,25,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,44,United-States,White
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,50,United-States,White
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7688,0,50,United-States,White
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,27828,0,50,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,0,38,United-States,White
Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,0,0,48,United-States,White
Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,15024,0,40,Haiti,White
Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,White
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,38,United-States,Black
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,Black
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Black
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,Philippines,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Assoc-voc,11,Divorced,Craft-repair,Own-child,0,0,30,Thailand,White
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,60,United-States,White
Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Other-relative,0,0,32,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,4064,0,35,England,White
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Black
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,99999,0,35,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,HS-grad,9,Separated,Craft-repair,Unmarried,0,0,40,United-States,White
Private,Masters,14,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,White
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,5013,0,65,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,60,United-States,White
Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,0,0,40,Mexico,White
Private,10th,6,Separated,Other-service,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Black
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,0,0,25,United-States,White
Private,Masters,14,Never-married,Tech-support,Not-in-family,0,0,40,United-States,Asian-Pac-Islander
Private,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,84,United-States,White
Without-pay,HS-grad,9,Never-married,Farming-fishing,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,7298,0,40,United-States,White
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,0,2824,48,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,50,United-States,Black
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,Black
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,0,50,United-States,Black
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,4650,0,45,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,20,United-States,White
Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,35,United-States,White
State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,7688,0,38,United-States,White
Private,Doctorate,16,Never-married,Craft-repair,Other-relative,0,0,20,United-States,Black
State-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,45,United-States,White
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,5721,0,45,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,White
State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,1579,45,United-States,White
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,White
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,45,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,0,0,46,United-States,Black
Private,Some-college,10,Never-married,Protective-serv,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,Mexico,White
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,30,United-States,White
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Wife,0,0,80,United-States,White
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,10605,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,7688,0,40,United-States,White
Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,0,0,40,United-States,White
State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,50,United-States,White
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,40,Germany,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,15024,0,50,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,White
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,55,United-States,White
Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,0,0,46,United-States,White
Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,0,0,40,United-States,White
Private,Assoc-voc,11,Divorced,Other-service,Own-child,0,0,25,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,45,United-States,Asian-Pac-Islander
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,47,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,4508,0,72,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,White
Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,7298,0,38,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Self-emp-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,8614,0,50,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,55,United-States,White
Federal-gov,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,40,United-States,White
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,45,United-States,White
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,50,United-States,White
Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Black
Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,White
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,White
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,Dominican-Republic,White
Private,Some-college,10,Divorced,Craft-repair,Not-in-family,0,0,45,United-States,White
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,White
Private,12th,8,Never-married,Handlers-cleaners,Own-child,0,0,20,United-States,White
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,52,United-States,White
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,50,United-States,White
Self-emp-not-inc,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,0,0,40,Cambodia,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,White
Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,68,United-States,White
Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Unmarried,0,0,15,United-States,White
Private,Some-college,10,Never-married,Other-service,Not-in-family,4416,0,25,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,White
Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,51,United-States,White
Private,5th-6th,3,Never-married,Farming-fishing,Not-in-family,0,0,48,Mexico,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,White
Federal-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,0,0,48,United-States,White
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,0,0,25,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,White
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,China,Asian-Pac-Islander
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,38,United-States,White
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,Black
Private,11th,7,Widowed,Other-service,Not-in-family,0,0,40,United-States,Black
Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,0,0,40,United-States,White
Private,7th-8th,4,Never-married,Handlers-cleaners,Own-child,0,0,16,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,0,0,63,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,White
Private,Some-college,10,Never-married,Tech-support,Unmarried,0,0,40,United-States,Black
Private,Assoc-acdm,12,Never-married,Sales,Unmarried,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,0,0,50,United-States,White
Private,11th,7,Married-civ-spouse,Protective-serv,Husband,6418,0,50,United-States,Black
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,80,United-States,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,7688,0,50,United-States,White
Private,Bachelors,13,Divorced,Transport-moving,Not-in-family,0,0,48,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,40,Vietnam,Asian-Pac-Islander
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,43,United-States,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,White
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,7298,0,50,United-States,White
Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,0,0,40,Mexico,White
Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,2392,52,United-States,White
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,White
Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,50,United-States,White
