workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,sex
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,20051,0,40,Germany,Male
Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,0,2129,70,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,40,United-States,Female
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,0,55,United-States,Female
Private,9th,5,Divorced,Other-service,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,65,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,25,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,44,United-States,Male
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,50,United-States,Male
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7688,0,50,United-States,Male
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,27828,0,50,United-States,Male
Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,0,38,United-States,Male
Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,0,0,48,United-States,Female
Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,15024,0,40,Haiti,Male
Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,Female
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,38,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,Philippines,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Assoc-voc,11,Divorced,Craft-repair,Own-child,0,0,30,Thailand,Male
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,60,United-States,Male
Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Other-relative,0,0,32,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,4064,0,35,England,Female
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,99999,0,35,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Separated,Craft-repair,Unmarried,0,0,40,United-States,Male
Private,Masters,14,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,5013,0,65,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,60,United-States,Male
Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,0,0,40,Mexico,Male
Private,10th,6,Separated,Other-service,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Female
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,0,0,25,United-States,Male
Private,Masters,14,Never-married,Tech-support,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,84,United-States,Male
Without-pay,HS-grad,9,Never-married,Farming-fishing,Own-child,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,7298,0,40,United-States,Male
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,0,2824,48,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,50,United-States,Female
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,Male
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,0,50,United-States,Female
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,4650,0,45,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,20,United-States,Male
Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,0,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,35,United-States,Male
State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,7688,0,38,United-States,Male
Private,Doctorate,16,Never-married,Craft-repair,Other-relative,0,0,20,United-States,Male
State-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,45,United-States,Male
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,5721,0,45,United-States,Female
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,Male
State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,1579,45,United-States,Male
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,45,United-States,Male
Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,0,0,46,United-States,Male
Private,Some-college,10,Never-married,Protective-serv,Own-child,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,Mexico,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,30,United-States,Female
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Wife,0,0,80,United-States,Female
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,10605,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,7688,0,40,United-States,Male
Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Female
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,0,0,40,United-States,Female
State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,50,United-States,Female
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,40,Germany,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,15024,0,50,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Male
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,55,United-States,Male
Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,Female
Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,0,0,46,United-States,Male
Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,0,0,40,United-States,Male
Private,Assoc-voc,11,Divorced,Other-service,Own-child,0,0,25,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,45,United-States,Male
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,47,United-States,Male
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,4508,0,72,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,Female
Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,7298,0,38,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Self-emp-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,8614,0,50,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,55,United-States,Male
Federal-gov,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,40,United-States,Female
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,45,United-States,Male
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,50,United-States,Female
Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,Male
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,Dominican-Republic,Male
Private,Some-college,10,Divorced,Craft-repair,Not-in-family,0,0,45,United-States,Male
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,Male
Private,12th,8,Never-married,Handlers-cleaners,Own-child,0,0,20,United-States,Male
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,52,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,50,United-States,Male
Self-emp-not-inc,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,0,0,40,Cambodia,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,Male
Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Female
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,68,United-States,Male
Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Unmarried,0,0,15,United-States,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,4416,0,25,United-States,Female
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Male
Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,51,United-States,Male
Private,5th-6th,3,Never-married,Farming-fishing,Not-in-family,0,0,48,Mexico,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,Male
Federal-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,0,0,48,United-States,Male
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,0,0,25,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,China,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,38,United-States,Female
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,40,United-States,Female
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,Female
Private,11th,7,Widowed,Other-service,Not-in-family,0,0,40,United-States,Male
Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,0,0,40,United-States,Female
Private,7th-8th,4,Never-married,Handlers-cleaners,Own-child,0,0,16,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,0,0,63,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,Male
Private,Some-college,10,Never-married,Tech-support,Unmarried,0,0,40,United-States,Female
Private,Assoc-acdm,12,Never-married,Sales,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,0,0,50,United-States,Female
Private,11th,7,Married-civ-spouse,Protective-serv,Husband,6418,0,50,United-States,Male
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,80,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,7688,0,50,United-States,Male
Private,Bachelors,13,Divorced,Transport-moving,Not-in-family,0,0,48,United-States,Male
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,40,Vietnam,Male
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,43,United-States,Male
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,7298,0,50,United-States,Male
Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,0,0,40,Mexico,Male
Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,2392,52,United-States,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,Male
Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,50,United-States,Male
Private,Preschool,1,Never-married,Farming-fishing,Not-in-family,0,0,50,Mexico,Male
Private,HS-grad,9,Widowed,Transport-moving,Not-in-family,13550,0,60,United-States,Female
Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,Male
Self-emp-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,3325,0,40,United-States,Male
Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,3325,0,40,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,1887,40,United-States,Male
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,40,Vietnam,Female
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,3781,0,35,United-States,Female
Private,11th,7,Never-married,Other-service,Own-child,0,0,25,United-States,Female
Private,Some-college,10,Separated,Other-service,Unmarried,0,0,70,United-States,Female
Private,11th,7,Married-civ-spouse,Other-service,Husband,0,2179,35,Mexico,Male
Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,0,0,40,United-States,Female
Private,12th,8,Divorced,Other-service,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,50,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Male
Private,10th,6,Never-married,Sales,Own-child,0,0,15,United-States,Female
Local-gov,HS-grad,9,Separated,Other-service,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,20,Iran,Male
Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Masters,14,Never-married,Prof-specialty,Own-child,0,1564,40,United-States,Male
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,40,United-States,Female
Self-emp-inc,Some-college,10,Never-married,Craft-repair,Own-child,0,0,18,United-States,Male
Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,7298,0,45,United-States,Male
Private,9th,5,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,70,United-States,Male
Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,0,0,40,United-States,Male
Private,10th,6,Never-married,Other-service,Other-relative,0,0,15,United-States,Male
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,7298,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,45,United-States,Male
Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,0,0,48,United-States,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,Female
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,0,0,35,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,Male
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,60,United-States,Male
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,50,United-States,Female
Local-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,0,0,34,United-States,Female
State-gov,Some-college,10,Divorced,Tech-support,Not-in-family,0,0,48,United-States,Female
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,65,United-States,Male
Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,2176,0,25,United-States,Female
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,45,United-States,Male
Private,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,0,0,24,United-States,Female
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,50,China,Male
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,16,United-States,Female
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,14344,0,48,United-States,Male
State-gov,Masters,14,Divorced,Prof-specialty,Unmarried,0,1876,50,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,53,Mexico,Male
Private,9th,5,Never-married,Craft-repair,Not-in-family,0,1617,35,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,75,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Federal-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,0,0,5,United-States,Female
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Other-relative,0,0,40,Mexico,Male
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,30,United-States,Male
Local-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Tech-support,Own-child,0,0,40,United-States,Male
Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,20,United-States,Female
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50,Canada,Male
Private,HS-grad,9,Never-married,Other-service,Other-relative,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,48,United-States,Male
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Local-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,35,United-States,Female
State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,14084,0,60,United-States,Female
Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,3464,0,40,United-States,Male
State-gov,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,0,0,38,United-States,Female
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,46,United-States,Female
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Female
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,1628,48,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,Female
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,3103,0,50,United-States,Male
Local-gov,11th,7,Separated,Prof-specialty,Unmarried,0,0,30,United-States,Female
Private,9th,5,Never-married,Other-service,Own-child,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Craft-repair,Own-child,0,0,50,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,43,United-States,Male
Private,Some-college,10,Divorced,Tech-support,Not-in-family,0,1408,50,United-States,Male
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Sales,Own-child,0,0,18,United-States,Male
Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,40,Italy,Male
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,40,United-States,Female
Private,Assoc-voc,11,Married-spouse-absent,Machine-op-inspct,Not-in-family,0,0,40,United-States,Male
Private,11th,7,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Sales,Wife,0,0,60,United-States,Female
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,40,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,0,0,30,United-States,Male
Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,0,0,37,United-States,Female
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,Male
Private,10th,6,Married-civ-spouse,Farming-fishing,Husband,0,0,35,Mexico,Male
Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,0,0,30,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,70,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Sales,Unmarried,0,0,60,Mexico,Male
Private,5th-6th,3,Widowed,Other-service,Not-in-family,0,0,6,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,Male
Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,0,0,40,United-States,Female
Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,Mexico,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,35,United-States,Female
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Divorced,Sales,Unmarried,0,0,75,United-States,Female
Local-gov,7th-8th,4,Divorced,Other-service,Unmarried,0,0,40,Columbia,Female
Self-emp-not-inc,Some-college,10,Married-spouse-absent,Other-service,Unmarried,0,0,40,United-States,Female
State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,3103,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,65,United-States,Male
Private,Masters,14,Widowed,Machine-op-inspct,Other-relative,0,0,40,China,Female
Private,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,30,United-States,Female
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,28,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,1672,45,United-States,Male
Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,Female
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,35,United-States,Male
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,60,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,15,United-States,Male
Private,Some-college,10,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,12,United-States,Male
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,37,United-States,Female
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,40,Ireland,Male
Private,5th-6th,3,Married-spouse-absent,Priv-house-serv,Other-relative,0,0,8,El-Salvador,Female
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,25,United-States,Female
Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,6418,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,0,0,36,United-States,Male
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,70,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,5178,0,40,United-States,Female
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,70,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,Male
