workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,age
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,53
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,7688,0,50,United-States,42
Private,Bachelors,13,Divorced,Transport-moving,Not-in-family,0,0,48,United-States,41
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,40,Vietnam,25
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,27
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,43,United-States,47
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,53
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,53
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,38
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,7298,0,50,United-States,42
Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,0,0,40,Mexico,30
Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,57
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,2392,52,United-States,71
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,21
Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,35
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,50,United-States,64
Private,Preschool,1,Never-married,Farming-fishing,Not-in-family,0,0,50,Mexico,21
Private,HS-grad,9,Widowed,Transport-moving,Not-in-family,13550,0,60,United-States,41
Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,22
Self-emp-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,3325,0,40,United-States,39
Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,38
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,3325,0,40,United-States,42
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,1887,40,United-States,32
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,40,United-States,40
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,40,Vietnam,22
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,3781,0,35,United-States,29
Private,11th,7,Never-married,Other-service,Own-child,0,0,25,United-States,18
Private,Some-college,10,Separated,Other-service,Unmarried,0,0,70,United-States,32
Private,11th,7,Married-civ-spouse,Other-service,Husband,0,2179,35,Mexico,31
Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,0,0,40,United-States,37
Private,12th,8,Divorced,Other-service,Unmarried,0,0,40,United-States,34
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,50,United-States,31
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,30
Private,10th,6,Never-married,Sales,Own-child,0,0,15,United-States,17
Local-gov,HS-grad,9,Separated,Other-service,Unmarried,0,0,40,United-States,28
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,31
Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,20,Iran,32
Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,46
Private,Masters,14,Never-married,Prof-specialty,Own-child,0,1564,40,United-States,35
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,40,United-States,22
Self-emp-inc,Some-college,10,Never-married,Craft-repair,Own-child,0,0,18,United-States,20
Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,7298,0,45,United-States,36
Private,9th,5,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,34
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,70,United-States,51
Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,0,0,40,United-States,23
Private,10th,6,Never-married,Other-service,Other-relative,0,0,15,United-States,17
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,7298,0,40,United-States,36
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,48
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,45,United-States,33
Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,0,0,48,United-States,41
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,25
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,0,0,35,United-States,52
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,47
Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,36
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,60,United-States,35
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,50,United-States,21
Local-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,0,0,34,United-States,43
State-gov,Some-college,10,Divorced,Tech-support,Not-in-family,0,0,48,United-States,46
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,65,United-States,36
Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,2176,0,25,United-States,23
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,45,United-States,32
Private,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,0,0,24,United-States,40
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,50,China,42
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,16,United-States,18
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,14344,0,48,United-States,41
State-gov,Masters,14,Divorced,Prof-specialty,Unmarried,0,1876,50,United-States,52
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,53,Mexico,26
Private,9th,5,Never-married,Craft-repair,Not-in-family,0,1617,35,United-States,57
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,31
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,75,United-States,27
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,35
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,42
Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,42
Federal-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,0,0,5,United-States,69
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Other-relative,0,0,40,Mexico,25
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,30,United-States,18
Local-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,47
Private,Bachelors,13,Never-married,Tech-support,Own-child,0,0,40,United-States,28
Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,0,0,40,United-States,24
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,20,United-States,22
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50,Canada,41
Private,HS-grad,9,Never-married,Other-service,Other-relative,0,0,40,United-States,21
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,48,United-States,51
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,58
Local-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,43
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,35,United-States,20
State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,14084,0,60,United-States,49
Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,47
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,3464,0,40,United-States,33
State-gov,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,0,0,38,United-States,51
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,46,United-States,43
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,22
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,1628,48,United-States,34
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,43
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,3103,0,50,United-States,42
Local-gov,11th,7,Separated,Prof-specialty,Unmarried,0,0,30,United-States,36
Private,9th,5,Never-married,Other-service,Own-child,0,0,40,United-States,19
Private,Some-college,10,Never-married,Craft-repair,Own-child,0,0,50,United-States,26
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,43,United-States,38
Private,Some-college,10,Divorced,Tech-support,Not-in-family,0,1408,50,United-States,60
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,23
Private,Some-college,10,Never-married,Sales,Own-child,0,0,18,United-States,22
Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,40,Italy,41
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,40,United-States,20
Private,Assoc-voc,11,Married-spouse-absent,Machine-op-inspct,Not-in-family,0,0,40,United-States,35
Private,11th,7,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,28
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,53
Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,36
Private,HS-grad,9,Married-civ-spouse,Sales,Wife,0,0,60,United-States,52
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,40,United-States,43
Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,0,0,30,United-States,23
Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,0,0,37,United-States,39
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,32
Private,10th,6,Married-civ-spouse,Farming-fishing,Husband,0,0,35,Mexico,32
Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,0,0,30,United-States,22
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,26
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,70,United-States,36
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,32
Private,Some-college,10,Never-married,Sales,Unmarried,0,0,60,Mexico,30
Private,5th-6th,3,Widowed,Other-service,Not-in-family,0,0,6,United-States,81
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,29
Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,0,0,40,United-States,65
Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,Mexico,50
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,44
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,35,United-States,30
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,55
Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,60
Private,Bachelors,13,Divorced,Sales,Unmarried,0,0,75,United-States,44
Local-gov,7th-8th,4,Divorced,Other-service,Unmarried,0,0,40,Columbia,51
Self-emp-not-inc,Some-college,10,Married-spouse-absent,Other-service,Unmarried,0,0,40,United-States,38
State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,3103,0,40,United-States,29
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,65,United-States,25
Private,Masters,14,Widowed,Machine-op-inspct,Other-relative,0,0,40,China,45
Private,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,30,United-States,27
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,57
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,28,United-States,31
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,49
Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,0,0,40,United-States,26
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,34
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,1672,45,United-States,55
Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,33
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,40,United-States,21
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,22
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,35,United-States,19
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,35
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,60,United-States,35
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,15,United-States,55
Private,Some-college,10,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,37
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,12,United-States,64
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,37,United-States,46
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,23
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,40,Ireland,26
Private,5th-6th,3,Married-spouse-absent,Priv-house-serv,Other-relative,0,0,8,El-Salvador,26
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,25,United-States,20
Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,6418,0,40,United-States,88
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,42
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,0,0,36,United-States,50
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,70,United-States,48
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,5178,0,40,United-States,40
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,70,United-States,47
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,32
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,39
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,38
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,0,40,Mexico,25
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,5178,0,60,United-States,44
Private,Some-college,10,Divorced,Tech-support,Unmarried,0,0,30,United-States,41
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,60,United-States,28
Private,HS-grad,9,Never-married,Prof-specialty,Own-child,0,0,36,United-States,31
Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,1887,70,United-States,57
Private,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,25,United-States,20
Self-emp-inc,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,0,1876,50,United-States,53
Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,71
Private,Some-college,10,Married-civ-spouse,Sales,Wife,0,0,21,United-States,39
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,34
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,55,United-States,49
Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,54
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,37
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,15,United-States,43
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,30
Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,40,United-States,47
Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,43
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,38,United-States,48
Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,35
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,24
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,23
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,40,United-States,38
Private,Some-college,10,Never-married,Sales,Own-child,0,0,40,United-States,21
Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,37
Private,Assoc-acdm,12,Widowed,Machine-op-inspct,Unmarried,0,0,40,United-States,61
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,43
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,52
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Ireland,56
Private,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,0,0,40,United-States,27
Self-emp-not-inc,Some-college,10,Divorced,Other-service,Not-in-family,3325,0,40,United-States,39
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,47
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,30,United-States,23
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,1741,40,United-States,40
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,62,United-States,33
Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,50
Local-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,7688,0,40,United-States,44
Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Unmarried,0,0,50,United-States,42
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,43,United-States,49
Private,Prof-school,15,Never-married,Farming-fishing,Not-in-family,0,0,32,United-States,43
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,1977,50,United-States,41
Private,Some-college,10,Never-married,Transport-moving,Own-child,0,0,20,China,21
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,29
Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,60,United-States,38
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,45,United-States,25
Private,10th,6,Widowed,Priv-house-serv,Not-in-family,0,0,60,United-States,75
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,52
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,33
Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,25
Private,11th,7,Never-married,Sales,Own-child,0,0,14,United-States,17
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,36
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,52
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,48
Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,0,0,32,United-States,54
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,50,United-States,27
Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,1980,40,United-States,38
Federal-gov,Bachelors,13,Separated,Exec-managerial,Unmarried,0,0,60,United-States,44
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,15024,0,45,United-States,38
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,29
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,63
State-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,51
Private,11th,7,Never-married,Sales,Own-child,0,0,35,United-States,17
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,39
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,47,United-States,30
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,52
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,15,United-States,72
Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,0,0,15,United-States,43
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,1668,20,United-States,71
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,39
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,70,United-States,51
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,43
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,39
Self-emp-not-inc,Some-college,10,Never-married,Other-service,Own-child,0,0,24,United-States,19
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,43,United-States,52
Self-emp-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,60
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,30,United-States,30
Private,HS-grad,9,Widowed,Craft-repair,Other-relative,0,0,40,Cambodia,60
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,20,United-States,40
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,0,1977,60,China,49
Private,Some-college,10,Never-married,Exec-managerial,Own-child,0,0,40,United-States,31
Private,Some-college,10,Never-married,Priv-house-serv,Not-in-family,0,0,26,United-States,23
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,34
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,27
Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,3103,0,40,United-States,35
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,19
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,68,United-States,32
Private,11th,7,Never-married,Sales,Own-child,0,0,19,United-States,17
Private,12th,8,Never-married,Sales,Own-child,0,0,8,United-States,17
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,38
Private,11th,7,Never-married,Craft-repair,Not-in-family,0,0,45,United-States,29
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,35
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,70,India,43
Local-gov,Masters,14,Married-spouse-absent,Prof-specialty,Unmarried,7430,0,60,United-States,43
State-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,37,United-States,50
Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,0,0,40,United-States,29
State-gov,Masters,14,Widowed,Prof-specialty,Unmarried,0,0,40,United-States,48
Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,59
Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,20,United-States,22
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,51
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,29
Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,4787,0,60,United-States,41
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,47
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,31
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,32
Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,0,0,50,United-States,28
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,1628,40,United-States,45
Federal-gov,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,24
Self-emp-inc,Masters,14,Widowed,Adm-clerical,Not-in-family,0,0,25,United-States,60
Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,0,1719,40,United-States,58
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,19
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,35
Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,43,United-States,44
Private,Some-college,10,Never-married,Handlers-cleaners,Unmarried,0,0,40,United-States,46
Private,HS-grad,9,Divorced,Other-service,Own-child,0,0,40,United-States,47
Private,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,0,0,40,United-States,80
Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,0,0,48,United-States,39
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,43
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,28
Private,Some-college,10,Never-married,Transport-moving,Not-in-family,0,0,40,United-States,35
Private,Bachelors,13,Married-AF-spouse,Sales,Wife,0,0,60,Philippines,30
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,15,United-States,21
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,20,United-States,26
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,41
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,55,United-States,23
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,India,48
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,45,United-States,46
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,44
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,84,United-States,56
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,40,Germany,57
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,65,United-States,60
Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,45,United-States,30
Self-emp-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,99999,0,55,United-States,40
State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,58
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,60,United-States,31
Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,44
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,41,United-States,46
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,China,33
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,37
Local-gov,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,0,0,40,United-States,21
Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,60,United-States,47
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,Germany,39
Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,32,United-States,32
Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,0,0,45,United-States,24
Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,1506,0,45,United-States,30
Private,HS-grad,9,Married-civ-spouse,Sales,Other-relative,0,0,24,United-States,40
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,35,United-States,28
Private,12th,8,Never-married,Other-service,Not-in-family,0,0,40,United-States,25
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,30
Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,35,United-States,47
Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,1876,40,United-States,37
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,61
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,38,United-States,23
Private,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,0,0,40,United-States,30
Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,0,0,40,United-States,48
Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,0,0,38,United-States,30
